COLUMN_NAME|DATA_TYPE|CHARACTER_MAXIMUM_LENGTH|IS_NULLABLE|TABLE_SCHEMA|TABLE_NAME
-----------|---------|------------------------|-----------|------------|----------
codigo|int|NULL|NO|dbo|AAA ayudaParacrearTablaGrupo
Descripcion|nvarchar|50|YES|dbo|AAA ayudaParacrearTablaGrupo
cod_Linea|int|NULL|NO|dbo|AAA ayudaParacrearTablaGrupo
Desc_Linea|nvarchar|50|YES|dbo|AAA ayudaParacrearTablaGrupo
Cod_Sublinea|int|NULL|NO|dbo|AAA ayudaParacrearTablaGrupo
Desc_SubLinea|nvarchar|50|NO|dbo|AAA ayudaParacrearTablaGrupo
Cod_Unidad|int|NULL|NO|dbo|AAA ayudaParacrearTablaGrupo
Desc_Unidad|nvarchar|50|YES|dbo|AAA ayudaParacrearTablaGrupo
cod_producto|int|NULL|NO|dbo|AAA ayudaParacrearTablaGrupo
Nro_Producto|nvarchar|20|YES|dbo|AAA ayudaParacrearTablaGrupo
Desc_Producto|nvarchar|300|YES|dbo|AAA ayudaParacrearTablaGrupo
Id|int|NULL|NO|dbo|ADR_Incompatibilidades
ClaseADR|nvarchar|20|NO|dbo|ADR_Incompatibilidades
IncompatibleCon|nvarchar|20|NO|dbo|ADR_Incompatibilidades
Motivo|nvarchar|200|YES|dbo|ADR_Incompatibilidades
Id|int|NULL|NO|dbo|ADR_Referencia
UN_Numero|varchar|10|NO|dbo|ADR_Referencia
Nombre_Gas|nvarchar|120|NO|dbo|ADR_Referencia
Clase|varchar|20|YES|dbo|ADR_Referencia
Grupo_Embalaje|varchar|10|YES|dbo|ADR_Referencia
Formato_Bulto|nvarchar|50|YES|dbo|ADR_Referencia
Etiqueta|nvarchar|50|YES|dbo|ADR_Referencia
Tunel|nvarchar|50|YES|dbo|ADR_Referencia
Producto_Linea|nvarchar|80|YES|dbo|ADR_Referencia
Variante|nvarchar|80|YES|dbo|ADR_Referencia
Capacidad_L|decimal|NULL|YES|dbo|ADR_Referencia
TaraEstandarKg|decimal|NULL|YES|dbo|ADR_Referencia
ContenidoNominalKg|decimal|NULL|YES|dbo|ADR_Referencia
FactorContenidoKg|decimal|NULL|YES|dbo|ADR_Referencia
Categoria_TTE|tinyint|NULL|NO|dbo|ADR_Referencia
Factor_1136|decimal|NULL|NO|dbo|ADR_Referencia
Observacion|nvarchar|200|YES|dbo|ADR_Referencia
Id_Carga|int|NULL|NO|dbo|AGENDA_PREPARACION_CARGA
Fecha_Carga|date|NULL|NO|dbo|AGENDA_PREPARACION_CARGA
RepartidorId|int|NULL|NO|dbo|AGENDA_PREPARACION_CARGA
AlmacenId|int|NULL|NO|dbo|AGENDA_PREPARACION_CARGA
Serie|nvarchar|50|NO|dbo|AGENDA_PREPARACION_CARGA
ProductoId|int|NULL|NO|dbo|AGENDA_PREPARACION_CARGA
Estado|nvarchar|20|NO|dbo|AGENDA_PREPARACION_CARGA
Cod_Pedido|int|NULL|YES|dbo|AGENDA_PREPARACION_CARGA
Cod_DetallePedido|int|NULL|YES|dbo|AGENDA_PREPARACION_CARGA
Cod_Cliente|int|NULL|YES|dbo|AGENDA_PREPARACION_CARGA
Fecha_Registro|datetime|NULL|NO|dbo|AGENDA_PREPARACION_CARGA
Usuario_Registro|nvarchar|100|NO|dbo|AGENDA_PREPARACION_CARGA
Id_Agenda|int|NULL|NO|dbo|AGENDA_REPARTIDOR
Cod_Repartidor|int|NULL|NO|dbo|AGENDA_REPARTIDOR
Cod_Cliente|int|NULL|NO|dbo|AGENDA_REPARTIDOR
Cod_Sucursal|int|NULL|YES|dbo|AGENDA_REPARTIDOR
Cod_Contrato|int|NULL|YES|dbo|AGENDA_REPARTIDOR
Tipo_Tarea|nvarchar|50|NO|dbo|AGENDA_REPARTIDOR
Descripcion_Tarea|nvarchar|1000|YES|dbo|AGENDA_REPARTIDOR
Fecha_Programada|date|NULL|NO|dbo|AGENDA_REPARTIDOR
Fecha_Creacion|datetime|NULL|NO|dbo|AGENDA_REPARTIDOR
Generado_Por|nvarchar|100|NO|dbo|AGENDA_REPARTIDOR
Estado_Tarea|nvarchar|50|NO|dbo|AGENDA_REPARTIDOR
Observaciones_Resultado|nvarchar|1000|YES|dbo|AGENDA_REPARTIDOR
Ubicacion_Entrega|nvarchar|1000|YES|dbo|AGENDA_REPARTIDOR
Requiere_Firma|bit|NULL|YES|dbo|AGENDA_REPARTIDOR
Hora_Programada|time|NULL|YES|dbo|AGENDA_REPARTIDOR
Referencias_Cliente|nvarchar|300|YES|dbo|AGENDA_REPARTIDOR
Documento_Asociado|nvarchar|100|YES|dbo|AGENDA_REPARTIDOR
Confirmado_Cliente|bit|NULL|NO|dbo|AGENDA_REPARTIDOR
Evidencia_URL|nvarchar|300|YES|dbo|AGENDA_REPARTIDOR
Id_RegistroCoordenada|int|NULL|YES|dbo|AGENDA_REPARTIDOR
Cod_SucursalCliente|int|NULL|YES|dbo|AGENDA_REPARTIDOR
Fecha_Realizado|datetime|NULL|YES|dbo|AGENDA_REPARTIDOR
Id_RegistroCoordenada_Fin|int|NULL|YES|dbo|AGENDA_REPARTIDOR
Origen_Tarea|nvarchar|30|NO|dbo|AGENDA_REPARTIDOR
Cod_Pedido|int|NULL|YES|dbo|AGENDA_REPARTIDOR
Cod_DetallePedido|int|NULL|YES|dbo|AGENDA_REPARTIDOR
Cantidad_Solicitada|int|NULL|YES|dbo|AGENDA_REPARTIDOR
Cantidad_Atendida|int|NULL|YES|dbo|AGENDA_REPARTIDOR
Serie_Cilindro|nvarchar|50|YES|dbo|AGENDA_REPARTIDOR
Estado_Carga|nvarchar|20|YES|dbo|AGENDA_REPARTIDOR
Id_GuiaCarga|int|NULL|YES|dbo|AGENDA_REPARTIDOR
Prioridad|int|NULL|NO|dbo|AGENDA_REPARTIDOR
Cod_Producto|int|NULL|YES|dbo|AGENDA_REPARTIDOR
Motivo_Carga|nvarchar|20|YES|dbo|AGENDA_REPARTIDOR
Condicion|nvarchar|20|YES|dbo|AGENDA_REPARTIDOR
Peso|numeric|NULL|YES|dbo|AGENDA_REPARTIDOR
Nro_Entrega|int|NULL|NO|dbo|AGENDA_REPARTIDOR
Id_Historial|int|NULL|NO|dbo|AGENDA_REPARTIDOR_HISTORIAL
Id_Agenda|int|NULL|NO|dbo|AGENDA_REPARTIDOR_HISTORIAL
Estado_Anterior|nvarchar|50|YES|dbo|AGENDA_REPARTIDOR_HISTORIAL
Estado_Nuevo|nvarchar|50|NO|dbo|AGENDA_REPARTIDOR_HISTORIAL
Observacion|nvarchar|1000|YES|dbo|AGENDA_REPARTIDOR_HISTORIAL
Usuario|nvarchar|100|YES|dbo|AGENDA_REPARTIDOR_HISTORIAL
Fecha_Cambio|datetime|NULL|NO|dbo|AGENDA_REPARTIDOR_HISTORIAL
Id_Log|int|NULL|NO|dbo|AGENDA_REPARTIDOR_LOG
Id_Agenda|int|NULL|NO|dbo|AGENDA_REPARTIDOR_LOG
Fecha_Hora|datetime|NULL|NO|dbo|AGENDA_REPARTIDOR_LOG
Accion|nvarchar|30|NO|dbo|AGENDA_REPARTIDOR_LOG
Estado_Tarea|nvarchar|50|YES|dbo|AGENDA_REPARTIDOR_LOG
Observaciones|nvarchar|1000|YES|dbo|AGENDA_REPARTIDOR_LOG
Documento_Asociado|nvarchar|100|YES|dbo|AGENDA_REPARTIDOR_LOG
Cod_Repartidor|int|NULL|YES|dbo|AGENDA_REPARTIDOR_LOG
Usuario|nvarchar|100|YES|dbo|AGENDA_REPARTIDOR_LOG
Id_Agenda|int|NULL|NO|dbo|Agenda_Repartidor_Resp
Cod_Repartidor|int|NULL|NO|dbo|Agenda_Repartidor_Resp
Cod_Cliente|int|NULL|NO|dbo|Agenda_Repartidor_Resp
Cod_Sucursal|int|NULL|YES|dbo|Agenda_Repartidor_Resp
Cod_Contrato|int|NULL|YES|dbo|Agenda_Repartidor_Resp
Tipo_Tarea|nvarchar|50|NO|dbo|Agenda_Repartidor_Resp
Descripcion_Tarea|nvarchar|1000|YES|dbo|Agenda_Repartidor_Resp
Fecha_Programada|date|NULL|NO|dbo|Agenda_Repartidor_Resp
Fecha_Creacion|datetime|NULL|NO|dbo|Agenda_Repartidor_Resp
Generado_Por|nvarchar|100|NO|dbo|Agenda_Repartidor_Resp
Estado_Tarea|nvarchar|50|NO|dbo|Agenda_Repartidor_Resp
Observaciones_Resultado|nvarchar|1000|YES|dbo|Agenda_Repartidor_Resp
Ubicacion_Entrega|nvarchar|1000|YES|dbo|Agenda_Repartidor_Resp
Requiere_Firma|bit|NULL|YES|dbo|Agenda_Repartidor_Resp
Hora_Programada|time|NULL|YES|dbo|Agenda_Repartidor_Resp
Referencias_Cliente|nvarchar|300|YES|dbo|Agenda_Repartidor_Resp
Documento_Asociado|nvarchar|100|YES|dbo|Agenda_Repartidor_Resp
Confirmado_Cliente|bit|NULL|NO|dbo|Agenda_Repartidor_Resp
Evidencia_URL|nvarchar|300|YES|dbo|Agenda_Repartidor_Resp
Id_RegistroCoordenada|int|NULL|YES|dbo|Agenda_Repartidor_Resp
Cod_SucursalCliente|int|NULL|YES|dbo|Agenda_Repartidor_Resp
Fecha_Realizado|datetime|NULL|YES|dbo|Agenda_Repartidor_Resp
Id_RegistroCoordenada_Fin|int|NULL|YES|dbo|Agenda_Repartidor_Resp
Origen_Tarea|nvarchar|30|NO|dbo|Agenda_Repartidor_Resp
Cod_Pedido|int|NULL|YES|dbo|Agenda_Repartidor_Resp
Cod_DetallePedido|int|NULL|YES|dbo|Agenda_Repartidor_Resp
Cantidad_Solicitada|int|NULL|YES|dbo|Agenda_Repartidor_Resp
Cantidad_Atendida|int|NULL|YES|dbo|Agenda_Repartidor_Resp
Serie_Cilindro|nvarchar|50|YES|dbo|Agenda_Repartidor_Resp
Estado_Carga|nvarchar|20|YES|dbo|Agenda_Repartidor_Resp
Id_GuiaCarga|int|NULL|YES|dbo|Agenda_Repartidor_Resp
Prioridad|int|NULL|NO|dbo|Agenda_Repartidor_Resp
Cod_Producto|int|NULL|YES|dbo|Agenda_Repartidor_Resp
Motivo_Carga|nvarchar|20|YES|dbo|Agenda_Repartidor_Resp
Condicion|nvarchar|20|YES|dbo|Agenda_Repartidor_Resp
Peso|numeric|NULL|YES|dbo|Agenda_Repartidor_Resp
Id_Agenda|int|NULL|NO|dbo|AGENDA_REPARTIDOR_VISTA
Fecha_Programada|date|NULL|NO|dbo|AGENDA_REPARTIDOR_VISTA
Hora_Programada|time|NULL|YES|dbo|AGENDA_REPARTIDOR_VISTA
Tipo_Tarea|nvarchar|50|NO|dbo|AGENDA_REPARTIDOR_VISTA
Descripcion_Tarea|nvarchar|1000|YES|dbo|AGENDA_REPARTIDOR_VISTA
Estado_Tarea|nvarchar|50|NO|dbo|AGENDA_REPARTIDOR_VISTA
Observaciones_Resultado|nvarchar|1000|YES|dbo|AGENDA_REPARTIDOR_VISTA
Ubicacion_Entrega|nvarchar|1000|YES|dbo|AGENDA_REPARTIDOR_VISTA
Referencias_Cliente|nvarchar|300|YES|dbo|AGENDA_REPARTIDOR_VISTA
Documento_Asociado|nvarchar|100|YES|dbo|AGENDA_REPARTIDOR_VISTA
Generado_Por|nvarchar|100|NO|dbo|AGENDA_REPARTIDOR_VISTA
Fecha_Creacion|datetime|NULL|NO|dbo|AGENDA_REPARTIDOR_VISTA
Confirmado_Cliente|bit|NULL|NO|dbo|AGENDA_REPARTIDOR_VISTA
Evidencia_URL|nvarchar|300|YES|dbo|AGENDA_REPARTIDOR_VISTA
Nombre_Cliente|nvarchar|200|YES|dbo|AGENDA_REPARTIDOR_VISTA
Direccion_Cliente|nvarchar|200|YES|dbo|AGENDA_REPARTIDOR_VISTA
Latitud|float|NULL|YES|dbo|AGENDA_REPARTIDOR_VISTA
Longitud|float|NULL|YES|dbo|AGENDA_REPARTIDOR_VISTA
Id_TipoTarea|int|NULL|NO|dbo|AGENDA_TIPO_TAREA
Codigo_TipoTarea|nvarchar|50|NO|dbo|AGENDA_TIPO_TAREA
Descripcion_UI|nvarchar|120|NO|dbo|AGENDA_TIPO_TAREA
Prioridad_Default|tinyint|NULL|NO|dbo|AGENDA_TIPO_TAREA
Requiere_Visita|bit|NULL|NO|dbo|AGENDA_TIPO_TAREA
Activo|bit|NULL|NO|dbo|AGENDA_TIPO_TAREA
Id_AgenteSucursal|int|NULL|NO|dbo|Agentes_Sucursal
Cod_Responsable|int|NULL|NO|dbo|Agentes_Sucursal
Id_CargoFuncion|int|NULL|NO|dbo|Agentes_Sucursal
Comision|decimal|NULL|NO|dbo|Agentes_Sucursal
Activo|bit|NULL|NO|dbo|Agentes_Sucursal
Fecha_Asignacion|date|NULL|NO|dbo|Agentes_Sucursal
Cod_Almacen|int|NULL|NO|dbo|Almacen
Desc_Almacen|nvarchar|100|YES|dbo|Almacen
Direccion_Almacen|nvarchar|100|YES|dbo|Almacen
Ruc_Almacen|nvarchar|50|YES|dbo|Almacen
Telf_Almacen|nvarchar|2500|YES|dbo|Almacen
Cod_RazonSocial|int|NULL|YES|dbo|Almacen
Mostrar|int|NULL|YES|dbo|Almacen
Formato_precios|int|NULL|YES|dbo|Almacen
Activo|bit|NULL|YES|dbo|Almacen
Cod_Almacen|int|NULL|NO|dbo|Almacen_Geografia_Default
Id_ComunidadAutonoma|int|NULL|YES|dbo|Almacen_Geografia_Default
Id_Provincia|int|NULL|YES|dbo|Almacen_Geografia_Default
Id_Municipio|int|NULL|YES|dbo|Almacen_Geografia_Default
Id_Localidad|int|NULL|YES|dbo|Almacen_Geografia_Default
Codigo_Postal|char|5|YES|dbo|Almacen_Geografia_Default
Usuario|nvarchar|50|YES|dbo|Almacen_Geografia_Default
FechaMod|datetime2|NULL|NO|dbo|Almacen_Geografia_Default
cod|int|NULL|NO|dbo|Asistencia_vacaciones
PERSONA|int|NULL|YES|dbo|Asistencia_vacaciones
FECHA_INICIO|datetime|NULL|YES|dbo|Asistencia_vacaciones
FECHA_FIN|datetime|NULL|YES|dbo|Asistencia_vacaciones
DIAS|int|NULL|YES|dbo|Asistencia_vacaciones
IdBanco|int|NULL|NO|dbo|Banco
PaisCodigo|nvarchar|5|YES|dbo|Banco
Codigo_BIC|nvarchar|11|YES|dbo|Banco
CodigoLocal|nvarchar|10|YES|dbo|Banco
Nombre_Banco|nvarchar|150|YES|dbo|Banco
Activo|bit|NULL|YES|dbo|Banco
cod|int|NULL|NO|dbo|borrador1
prec|money|NULL|YES|dbo|borrador1
nro|int|NULL|YES|dbo|Borrar
Desc_Producto|nvarchar|100|YES|dbo|Borrar
Cod_Producto|int|NULL|NO|dbo|Borrar
Pcompra|money|NULL|YES|dbo|Borrar
Equivalencia|int|NULL|YES|dbo|Borrar
Cod_Persona|int|NULL|NO|dbo|borrar1
Nom_Persona|nvarchar|50|YES|dbo|borrar1
Dni_Persona|char|8|YES|dbo|borrar1
Ruc_Persona|nvarchar|11|YES|dbo|borrar1
FNac_Personal|datetime|NULL|YES|dbo|borrar1
Login_Persona|nvarchar|50|YES|dbo|borrar1
Pass_Persona|nvarchar|50|YES|dbo|borrar1
Nick_Persona|nvarchar|50|YES|dbo|borrar1
Sexo_Persona|nvarchar|50|YES|dbo|borrar1
mail_Persona|nvarchar|50|YES|dbo|borrar1
Telefono_Persona|nvarchar|100|YES|dbo|borrar1
Direccion_Persona|nvarchar|250|YES|dbo|borrar1
Cod_TipoPersona|int|NULL|YES|dbo|borrar1
cmp_Persona|nvarchar|50|YES|dbo|borrar1
contacto|nvarchar|50|YES|dbo|borrar1
nextel|nvarchar|50|YES|dbo|borrar1
celular|nvarchar|50|YES|dbo|borrar1
nrocuenta|nvarchar|50|YES|dbo|borrar1
banco|nvarchar|50|YES|dbo|borrar1
LineaCredito_Persona|money|NULL|YES|dbo|borrar1
PRODUCTO|nvarchar|-1|YES|dbo|Borrar2
CODIGO|nvarchar|50|YES|dbo|Borrar2
Nro_Voucher|int|NULL|NO|dbo|CAJA_ADM
Fecha|datetime|NULL|YES|dbo|CAJA_ADM
Documento|int|NULL|YES|dbo|CAJA_ADM
IdMes|int|NULL|NO|dbo|CAJA_ADM
dmes|nvarchar|50|YES|dbo|CAJA_ADM
año|int|NULL|YES|dbo|CAJA_ADM
Concepto|nvarchar|500|YES|dbo|CAJA_ADM
MedioPago|nvarchar|50|YES|dbo|CAJA_ADM
Tarjeta|nvarchar|50|YES|dbo|CAJA_ADM
Operacion|nvarchar|50|YES|dbo|CAJA_ADM
Monto|money|NULL|YES|dbo|CAJA_ADM
Estado|int|NULL|YES|dbo|CAJA_ADM
TipoMovimiento|int|NULL|NO|dbo|CAJA_ADM
Almacen|int|NULL|YES|dbo|CAJA_ADM
usuario|int|NULL|YES|dbo|CAJA_ADM
UBICACION|int|NULL|YES|dbo|CAJA_ADM
moneda|nvarchar|50|YES|dbo|CAJA_ADM
TC|money|NULL|YES|dbo|CAJA_ADM
TCSUNAT|money|NULL|YES|dbo|CAJA_ADM
IdCamion|int|NULL|NO|dbo|Camion
Placa|nvarchar|20|NO|dbo|Camion
NombreCamion|nvarchar|100|NO|dbo|Camion
CapacidadTon|decimal|NULL|NO|dbo|Camion
CapacidadVolumenM3|decimal|NULL|NO|dbo|Camion
ADR_MaxPuntos|int|NULL|NO|dbo|Camion
ADR_ClasesPermitidas|nvarchar|200|YES|dbo|Camion
ADR_ClasesProhibidas|nvarchar|200|YES|dbo|Camion
ADR_TunelPermitido|nvarchar|5|YES|dbo|Camion
ZonaRestringida|bit|NULL|YES|dbo|Camion
Activo|bit|NULL|YES|dbo|Camion
IdRestric|int|NULL|NO|dbo|Camion_Ruta_Restriccion
Zona|nvarchar|200|NO|dbo|Camion_Ruta_Restriccion
TipoRestriccion|nvarchar|100|NO|dbo|Camion_Ruta_Restriccion
Valor|nvarchar|200|YES|dbo|Camion_Ruta_Restriccion
Observacion|nvarchar|500|YES|dbo|Camion_Ruta_Restriccion
Nro_Voucher|int|NULL|NO|dbo|Cancelaciones
Fecha|datetime|NULL|YES|dbo|Cancelaciones
Documento|int|NULL|YES|dbo|Cancelaciones
IdMes|int|NULL|YES|dbo|Cancelaciones
dmes|nvarchar|50|YES|dbo|Cancelaciones
año|int|NULL|YES|dbo|Cancelaciones
Concepto|nvarchar|1000|YES|dbo|Cancelaciones
MedioPago|nvarchar|500|YES|dbo|Cancelaciones
Tarjeta|nvarchar|500|YES|dbo|Cancelaciones
Operacion|nvarchar|500|YES|dbo|Cancelaciones
Monto|money|NULL|YES|dbo|Cancelaciones
Estado|int|NULL|YES|dbo|Cancelaciones
TipoMovimiento|int|NULL|YES|dbo|Cancelaciones
Almacen|int|NULL|YES|dbo|Cancelaciones
usuario|int|NULL|YES|dbo|Cancelaciones
COD_CAJA|int|NULL|YES|dbo|Cancelaciones
CAJA|nvarchar|50|YES|dbo|Cancelaciones
Equipo|nvarchar|50|YES|dbo|Cancelaciones
moneda|nvarchar|50|YES|dbo|Cancelaciones
TC|money|NULL|YES|dbo|Cancelaciones
TCSUNAT|money|NULL|YES|dbo|Cancelaciones
Clave|nvarchar|50|NO|dbo|CFG_Parametros
Valor|nvarchar|100|NO|dbo|CFG_Parametros
Cod_Producto|int|NULL|NO|dbo|chiki
Costo_Producto|money|NULL|YES|dbo|chiki
prec|money|NULL|YES|dbo|chiki
Id_Cliente|int|NULL|NO|dbo|Cliente_Sucursal
Id_Sucursal|int|NULL|NO|dbo|Cliente_Sucursal
Fecha_Creacion|datetime|NULL|NO|dbo|Cliente_Sucursal
Creado_Por|nvarchar|50|YES|dbo|Cliente_Sucursal
Fecha_Modificacion|datetime|NULL|YES|dbo|Cliente_Sucursal
Modificado_Por|nvarchar|50|YES|dbo|Cliente_Sucursal
item|int|NULL|NO|dbo|Compra_series
codigo|int|NULL|YES|dbo|Compra_series
serie|varchar|100|YES|dbo|Compra_series
documento|nvarchar|100|YES|dbo|Compra_series
estado|int|NULL|YES|dbo|Compra_series
Proveedor|int|NULL|YES|dbo|Compra_series
ContenidoReal|money|NULL|YES|dbo|Compra_series
CodComprobante|int|NULL|NO|dbo|Comprobante
NroSerie|nvarchar|50|YES|dbo|Comprobante
NroDoc|int|NULL|YES|dbo|Comprobante
Cliente|int|NULL|YES|dbo|Comprobante
Fecha|datetime|NULL|YES|dbo|Comprobante
IdMes|int|NULL|YES|dbo|Comprobante
DescMes|nvarchar|50|YES|dbo|Comprobante
Año|int|NULL|YES|dbo|Comprobante
Venta_Bruta|money|NULL|YES|dbo|Comprobante
Descuento|money|NULL|YES|dbo|Comprobante
Igv_Total|money|NULL|YES|dbo|Comprobante
Total|money|NULL|YES|dbo|Comprobante
TipoComprobante|int|NULL|YES|dbo|Comprobante
Estado|int|NULL|YES|dbo|Comprobante
Usuario|int|NULL|YES|dbo|Comprobante
Detalle|nvarchar|200|NO|dbo|Comprobante
Pago|int|NULL|YES|dbo|Comprobante
Condicion|int|NULL|YES|dbo|Comprobante
Referencia|int|NULL|YES|dbo|Comprobante
nommonto|nvarchar|100|YES|dbo|Comprobante
CODALMACEN|int|NULL|YES|dbo|Comprobante
caja|nvarchar|50|YES|dbo|Comprobante
maq|nvarchar|50|YES|dbo|Comprobante
efectivo|money|NULL|YES|dbo|Comprobante
vuelto|money|NULL|YES|dbo|Comprobante
REDONDEO|money|NULL|YES|dbo|Comprobante
saldo|money|NULL|YES|dbo|Comprobante
Nota_C|nvarchar|100|YES|dbo|Comprobante
Acuenta|int|NULL|YES|dbo|Comprobante
anuladorpor|int|NULL|YES|dbo|Comprobante
autorden|nvarchar|100|YES|dbo|Comprobante
ticket|int|NULL|YES|dbo|Comprobante
cod_nc|int|NULL|YES|dbo|Comprobante
nro_pago_nc|int|NULL|YES|dbo|Comprobante
COD_INT|int|NULL|YES|dbo|Comprobante
LETRA|int|NULL|YES|dbo|Comprobante
COMPROBANTEVTA|nvarchar|25|YES|dbo|Comprobante
igv|money|NULL|YES|dbo|Comprobante
correlativo_baja|int|NULL|YES|dbo|Comprobante
mensaje|nvarchar|-1|YES|dbo|Comprobante
garantia|int|NULL|YES|dbo|Comprobante
sunat|int|NULL|YES|dbo|Comprobante
ESTADO_SUNAT|int|NULL|YES|dbo|Comprobante
total_exonerado|money|NULL|YES|dbo|Comprobante
base_imponible|money|NULL|YES|dbo|Comprobante
total_igv|money|NULL|YES|dbo|Comprobante
imp_bolsas|money|NULL|YES|dbo|Comprobante
moneda|nvarchar|50|YES|dbo|Comprobante
retencion|nvarchar|50|YES|dbo|Comprobante
ClaveElectronica|varchar|50|YES|dbo|Comprobante
CodComprobante|int|NULL|NO|dbo|ComprobantePedido
CodPedido|int|NULL|NO|dbo|ComprobantePedido
Cod_Configuracion|int|NULL|NO|dbo|Configuracion
NroSerie|int|NULL|YES|dbo|Configuracion
Almacen|int|NULL|YES|dbo|Configuracion
Equipo|nvarchar|100|YES|dbo|Configuracion
Maquina|nvarchar|100|YES|dbo|Configuracion
Caja|nvarchar|50|YES|dbo|Configuracion
Impresora|nvarchar|100|YES|dbo|Configuracion
snc|int|NULL|YES|dbo|Configuracion
snd|int|NULL|YES|dbo|Configuracion
sr|int|NULL|YES|dbo|Configuracion
autorden|nvarchar|50|YES|dbo|Configuracion
guia|int|NULL|YES|dbo|Configuracion
boletaE|nvarchar|50|YES|dbo|Configuracion
facturaE|nvarchar|50|YES|dbo|Configuracion
FacturacionE|int|NULL|YES|dbo|Configuracion
ruta|nvarchar|3000|YES|dbo|Configuracion
token|nvarchar|3000|YES|dbo|Configuracion
ImpresoraEtiqueta|nvarchar|100|YES|dbo|Configuracion
IdConfiguracion|int|NULL|NO|dbo|ConfiguracionRegional
PaisCodigo|varchar|5|NO|dbo|ConfiguracionRegional
PaisNombre|varchar|100|NO|dbo|ConfiguracionRegional
NombreDocumentoFiscal|varchar|100|NO|dbo|ConfiguracionRegional
LongitudDocumento|int|NULL|NO|dbo|ConfiguracionRegional
SoloNumerico|bit|NULL|NO|dbo|ConfiguracionRegional
NombreMoneda|varchar|50|NO|dbo|ConfiguracionRegional
SimboloMoneda|varchar|10|NO|dbo|ConfiguracionRegional
CodigoMonedaISO|varchar|10|NO|dbo|ConfiguracionRegional
NombreImpuesto|varchar|50|NO|dbo|ConfiguracionRegional
TasaImpuesto|decimal|NULL|NO|dbo|ConfiguracionRegional
UsaClaveElectronica|bit|NULL|NO|dbo|ConfiguracionRegional
UsaConsecutivoElectronico|bit|NULL|NO|dbo|ConfiguracionRegional
TextoPieFactura|varchar|300|YES|dbo|ConfiguracionRegional
TextoLegalGeneral|varchar|500|YES|dbo|ConfiguracionRegional
Activo|bit|NULL|NO|dbo|ConfiguracionRegional
TerminoUnidadSingular|varchar|50|YES|dbo|ConfiguracionRegional
TerminoUnidadPlural|varchar|50|YES|dbo|ConfiguracionRegional
TerminoRecarga|varchar|50|YES|dbo|ConfiguracionRegional
TerminoRepartidor|varchar|50|YES|dbo|ConfiguracionRegional
TerminoAlmacen|varchar|50|YES|dbo|ConfiguracionRegional
TerminoPlanta|varchar|50|YES|dbo|ConfiguracionRegional
TerminoTraslado|varchar|50|YES|dbo|ConfiguracionRegional
NombreDocumentoPersonal|varchar|100|YES|dbo|ConfiguracionRegional
LongitudDocumentoPersonal|int|NULL|YES|dbo|ConfiguracionRegional
SoloNumericoDocumentoPersonal|bit|NULL|YES|dbo|ConfiguracionRegional
MascaraDocumentoPersonal|varchar|50|YES|dbo|ConfiguracionRegional
UsaDigitoVerificador|bit|NULL|NO|dbo|ConfiguracionRegional
TipoValidacionDocumento|varchar|30|YES|dbo|ConfiguracionRegional
ImpuestoIncluido|bit|NULL|YES|dbo|ConfiguracionRegional
PosicionSimboloMoneda|varchar|10|YES|dbo|ConfiguracionRegional
EtiquetaBaseImponible|varchar|50|YES|dbo|ConfiguracionRegional
SeparadorDecimal|char|1|YES|dbo|ConfiguracionRegional
SeparadorMiles|char|1|YES|dbo|ConfiguracionRegional
idConstante|int|NULL|YES|dbo|Constantes
strDescripcion|varchar|50|YES|dbo|Constantes
strValor|varchar|20|YES|dbo|Constantes
idGrupo|int|NULL|YES|dbo|Constantes
idOrden|int|NULL|YES|dbo|Constantes
idEstado|int|NULL|YES|dbo|Constantes
Id_Historial|int|NULL|NO|dbo|CONTRATO_HISTORIAL
Cod_Contrato|int|NULL|NO|dbo|CONTRATO_HISTORIAL
Fecha_Evento|datetime|NULL|NO|dbo|CONTRATO_HISTORIAL
Tipo_Evento|nvarchar|50|NO|dbo|CONTRATO_HISTORIAL
Detalle_Evento|nvarchar|1000|NO|dbo|CONTRATO_HISTORIAL
Usuario_Evento|nvarchar|100|NO|dbo|CONTRATO_HISTORIAL
Cod_Contrato|int|NULL|NO|dbo|CONTRATOS
Cod_Cliente|int|NULL|NO|dbo|CONTRATOS
Cod_Sucursal|int|NULL|YES|dbo|CONTRATOS
Tipo_Contrato|nvarchar|50|NO|dbo|CONTRATOS
Fecha_Firma|date|NULL|NO|dbo|CONTRATOS
Fecha_Inicio|date|NULL|NO|dbo|CONTRATOS
Fecha_Vencimiento|date|NULL|YES|dbo|CONTRATOS
Ruta_Archivo_Contrato|nvarchar|500|YES|dbo|CONTRATOS
Firmado_Digital|bit|NULL|NO|dbo|CONTRATOS
Estado|nvarchar|50|NO|dbo|CONTRATOS
Observaciones|nvarchar|1000|YES|dbo|CONTRATOS
Fecha_Registro|datetime|NULL|NO|dbo|CONTRATOS
Usuario_Registro|nvarchar|100|NO|dbo|CONTRATOS
Id_Alerta|int|NULL|NO|dbo|Contratos_Alertas
Cod_Contrato|int|NULL|NO|dbo|Contratos_Alertas
Cod_Cliente|int|NULL|NO|dbo|Contratos_Alertas
Tipo_Alerta|nvarchar|50|YES|dbo|Contratos_Alertas
Mensaje|nvarchar|1000|YES|dbo|Contratos_Alertas
