Cod_Producto,Bombona,Cod_Contenido,ContenidoFuente,Cod_UnidadFuente,UnidadFuenteLegacy,CantidadFuenteLegacy,M3GasResultado,PesoNetoKgResultado
354,"IG541 (Ar 40%, N2 52%, CO2 8%) B14 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",2.950000,4.790000,11.150000
340,"IG541 (Ar 40%, N2 52%, CO2 8%) B16 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",2.248000,3.650000,5.250000
355,"IG541 (Ar 40%, N2 52%, CO2 8%) B16 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",3.372000,5.470000,12.750000
335,"IG541 (Ar 40%, N2 52%, CO2 8%) B2 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",0.281000,0.460000,0.660000
350,"IG541 (Ar 40%, N2 52%, CO2 8%) B2 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",0.421000,0.680000,1.590000
341,"IG541 (Ar 40%, N2 52%, CO2 8%) B20 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",2.810000,4.560000,6.570000
356,"IG541 (Ar 40%, N2 52%, CO2 8%) B20 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",4.215000,6.840000,15.930000
342,"IG541 (Ar 40%, N2 52%, CO2 8%) B30 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",4.215000,6.840000,9.850000
357,"IG541 (Ar 40%, N2 52%, CO2 8%) B30 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",6.322000,10.260000,23.900000
343,"IG541 (Ar 40%, N2 52%, CO2 8%) B40 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",5.620000,9.120000,13.130000
358,"IG541 (Ar 40%, N2 52%, CO2 8%) B40 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",8.430000,13.680000,31.870000
336,"IG541 (Ar 40%, N2 52%, CO2 8%) B5 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",0.702000,1.140000,1.640000
351,"IG541 (Ar 40%, N2 52%, CO2 8%) B5 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",1.054000,1.710000,3.980000
344,"IG541 (Ar 40%, N2 52%, CO2 8%) B50 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",7.025000,11.400000,16.410000
359,"IG541 (Ar 40%, N2 52%, CO2 8%) B50 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",10.537000,17.100000,39.830000
337,"IG541 (Ar 40%, N2 52%, CO2 8%) B7 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",0.983000,1.600000,2.300000
352,"IG541 (Ar 40%, N2 52%, CO2 8%) B7 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",1.475000,2.390000,5.580000
345,"IG541 (Ar 40%, N2 52%, CO2 8%) B80 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",11.239000,18.240000,26.260000
360,"IG541 (Ar 40%, N2 52%, CO2 8%) B80 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",16.859000,27.360000,63.730000
349,"IG541 (Ar 40%, N2 52%, CO2 8%)16*80 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",179.832000,291.840000,420.190000
266,"MADURGAS (N2 + Etileno 4%) 12*50 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",131.052000,115.200000,136.480000
270,"MADURGAS (N2 + Etileno 4%) 12*50 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",196.577000,172.800000,204.720000
267,"MADURGAS (N2 + Etileno 4%) 16*50 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",174.735000,153.600000,181.970000
271,"MADURGAS (N2 + Etileno 4%) 16*50 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",262.103000,230.400000,272.960000
262,"MADURGAS (N2 + Etileno 4%) B40 / 150BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",6.553000,5.760000,6.820000
264,"MADURGAS (N2 + Etileno 4%) B40 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",8.737000,7.680000,9.100000
268,"MADURGAS (N2 + Etileno 4%) B40 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",13.105000,11.520000,13.650000
263,"MADURGAS (N2 + Etileno 4%) B50 / 150BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",8.191000,7.200000,8.530000
265,"MADURGAS (N2 + Etileno 4%) B50 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",10.921000,9.600000,11.370000
269,"MADURGAS (N2 + Etileno 4%) B50 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",16.381000,14.400000,17.060000
274,"NIDRO5 (N2 95% + H2 5%) B10 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",2.139000,1.900000,2.150000
282,"NIDRO5 (N2 95% + H2 5%) B10 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",3.208000,2.850000,3.220000
275,"NIDRO5 (N2 95% + H2 5%) B14 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",2.994000,2.660000,3.010000
283,"NIDRO5 (N2 95% + H2 5%) B14 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",4.492000,3.990000,4.510000
276,"NIDRO5 (N2 95% + H2 5%) B20 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",4.278000,3.800000,4.290000
284,"NIDRO5 (N2 95% + H2 5%) B20 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",6.417000,5.700000,6.440000
277,"NIDRO5 (N2 95% + H2 5%) B30 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",6.417000,5.700000,6.440000
285,"NIDRO5 (N2 95% + H2 5%) B30 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",9.625000,8.550000,9.660000
278,"NIDRO5 (N2 95% + H2 5%) B40 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",8.556000,7.600000,8.590000
286,"NIDRO5 (N2 95% + H2 5%) B40 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",16.042000,14.250000,16.100000
272,"NIDRO5 (N2 95% + H2 5%) B5 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",1.069000,0.950000,1.070000
280,"NIDRO5 (N2 95% + H2 5%) B5 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",1.604000,1.430000,1.610000
279,"NIDRO5 (N2 95% + H2 5%) B50 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",10.695000,9.500000,10.730000
273,"NIDRO5 (N2 95% + H2 5%) B7 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",1.497000,1.330000,1.500000
281,"NIDRO5 (N2 95% + H2 5%) B7 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",2.246000,2.000000,2.250000
225,"Nitrógeno Industrial 12*50 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",133.668000,112.800000,133.670000
241,"Nitrógeno Industrial 12*50 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",200.502000,169.200000,200.500000
228,"Nitrógeno Industrial 12*80 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",213.869000,180.480000,213.870000
244,"Nitrógeno Industrial 12*80 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",320.803000,270.720000,320.800000
226,"Nitrógeno Industrial 16*50 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",178.224000,150.400000,178.220000
242,"Nitrógeno Industrial 16*50 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",267.336000,225.600000,267.340000
229,"Nitrógeno Industrial 16*80 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",285.158000,240.640000,285.160000
245,"Nitrógeno Industrial 16*80 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",427.738000,360.960000,427.740000
227,"Nitrógeno Industrial 20*50 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",222.780000,188.000000,222.780000
243,"Nitrógeno Industrial 20*50 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",334.170000,282.000000,334.170000
217,"Nitrógeno Industrial B10 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",2.228000,1.880000,2.230000
233,"Nitrógeno Industrial B10 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",3.342000,2.820000,3.340000
218,"Nitrógeno Industrial B14 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",3.119000,2.630000,3.120000
234,"Nitrógeno Industrial B14 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",4.678000,3.950000,4.680000
219,"Nitrógeno Industrial B16 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",3.564000,3.010000,3.560000
235,"Nitrógeno Industrial B16 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",5.347000,4.510000,5.350000
214,"Nitrógeno Industrial B2 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",0.446000,0.380000,0.450000
230,"Nitrógeno Industrial B2 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",0.668000,0.560000,0.670000
220,"Nitrógeno Industrial B20 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",4.456000,3.760000,4.460000
236,"Nitrógeno Industrial B20 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",6.683000,5.640000,6.680000
221,"Nitrógeno Industrial B30 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",6.683000,5.640000,6.680000
237,"Nitrógeno Industrial B30 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",10.025000,8.460000,10.030000
222,"Nitrógeno Industrial B40 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",8.911000,7.520000,8.910000
238,"Nitrógeno Industrial B40 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",13.367000,11.280000,13.370000
215,"Nitrógeno Industrial B5 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",1.114000,0.940000,1.110000
231,"Nitrógeno Industrial B5 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",1.671000,1.410000,1.670000
223,"Nitrógeno Industrial B50 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",11.139000,9.400000,11.140000
239,"Nitrógeno Industrial B50 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",16.709000,14.100000,16.710000
216,"Nitrógeno Industrial B7 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",1.559000,1.320000,1.560000
232,"Nitrógeno Industrial B7 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",2.339000,1.970000,2.340000
224,"Nitrógeno Industrial B80 / 200BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",17.822000,15.040000,17.820000
240,"Nitrógeno Industrial B80 / 300BAR",379,"Nitrogeno Liquido - LIN",2,"Litros",26.734000,22.560000,26.730000
192,"Aire Sintético Comprimido  (N2 + O2 20%)  B40 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",2.145000,7.920000,9.650000
195,"Aire Sintético Comprimido (N2 + O2 20%)  12*50 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",32.171000,118.800000,144.790000
187,"Aire Sintético Comprimido (N2 + O2 20%)  B10 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",0.536000,1.980000,2.410000
188,"Aire Sintético Comprimido (N2 + O2 20%)  B14 / 200BAR ",378,"Oxigeno Liquido - LOX",2,"Litros",0.751000,2.770000,3.380000
185,"Aire Sintético Comprimido (N2 + O2 20%)  B5 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",0.268000,0.990000,1.210000
193,"Aire Sintético Comprimido (N2 + O2 20%)  B50 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",2.681000,9.900000,12.070000
186,"Aire Sintético Comprimido (N2 + O2 20%)  B7 / 200BAR ",378,"Oxigeno Liquido - LOX",2,"Litros",0.375000,1.390000,1.690000
197,"Aire Sintético Comprimido (N2 + O2 20%) 12*80 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",51.474000,190.080000,231.670000
196,"Aire Sintético Comprimido (N2 + O2 20%) 16*50 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",42.895000,158.400000,193.060000
198,"Aire Sintético Comprimido (N2 + O2 20%) 16*80 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",68.632000,253.440000,308.890000
189,"Aire Sintético Comprimido (N2 + O2 20%) B16 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",0.858000,3.170000,3.860000
184,"Aire Sintético Comprimido (N2 + O2 20%) B2 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",0.107000,0.400000,0.480000
190,"Aire Sintético Comprimido (N2 + O2 20%) B20 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",1.072000,3.960000,4.830000
191,"Aire Sintético Comprimido (N2 + O2 20%) B30 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",1.609000,5.940000,7.240000
194,"Aire Sintético Comprimido (N2 + O2 20%) B80 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",4.289000,15.840000,19.310000
210,"Aire Sintético Comprimido 12*50 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",48.257000,178.200000,219.300000
212,"Aire Sintético Comprimido 12*80 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",77.210000,285.120000,350.880000
211,"Aire Sintético Comprimido 16*50 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",64.342000,237.600000,292.400000
213,"Aire Sintético Comprimido 16*80 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",102.947000,380.160000,467.840000
202,"Aire Sintético Comprimido B10 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",0.804000,2.970000,3.660000
203,"Aire Sintético Comprimido B14 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",1.126000,4.160000,5.120000
204,"Aire Sintético Comprimido B16 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",1.287000,4.750000,5.850000
199,"Aire Sintético Comprimido B2 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",0.161000,0.590000,0.730000
205,"Aire Sintético Comprimido B20 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",1.609000,5.940000,7.310000
206,"Aire Sintético Comprimido B30 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",2.413000,8.910000,10.970000
207,"Aire Sintético Comprimido B40 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",3.217000,11.880000,14.620000
200,"Aire Sintético Comprimido B5 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",0.402000,1.490000,1.830000
208,"Aire Sintético Comprimido B50 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",4.021000,14.850000,18.280000
201,"Aire Sintético Comprimido B7 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",0.563000,2.080000,2.560000
209,"Aire Sintético Comprimido B80 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",6.434000,23.760000,29.240000
22,"Oxigeno Industrial 12*50 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",150.986000,127.200000,150.990000
37,"Oxigeno Industrial 12*50 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",227.904000,192.000000,227.900000
24,"Oxigeno Industrial 12*80 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",241.578000,203.520000,241.580000
39,"Oxigeno Industrial 12*80 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",364.646000,307.200000,364.650000
23,"Oxigeno Industrial 16*50 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",201.315000,169.600000,201.320000
38,"Oxigeno Industrial 16*50 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",303.872000,256.000000,303.870000
25,"Oxigeno Industrial 16*80 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",322.104000,271.360000,322.100000
40,"Oxigeno Industrial 16*80 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",486.195000,409.600000,486.200000
3,"Oxigeno Industrial B 7 / 150BAR",378,"Oxigeno Liquido - LOX",2,"Litros",1.329000,1.120000,1.330000
4,"Oxigeno Industrial B10 / 150BAR",378,"Oxigeno Liquido - LOX",2,"Litros",1.899000,1.600000,1.900000
14,"Oxigeno Industrial B10 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",2.516000,2.120000,2.520000
29,"Oxigeno Industrial B10 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",3.798000,3.200000,3.800000
5,"Oxigeno Industrial B14 / 150BAR",378,"Oxigeno Liquido - LOX",2,"Litros",2.659000,2.240000,2.660000
15,"Oxigeno Industrial B14 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",3.523000,2.970000,3.520000
30,"Oxigeno Industrial B14 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",5.318000,4.480000,5.320000
6,"Oxigeno Industrial B16 / 150BAR",378,"Oxigeno Liquido - LOX",2,"Litros",3.039000,2.560000,3.040000
16,"Oxigeno Industrial B16 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",4.026000,3.390000,4.030000
31,"Oxigeno Industrial B16 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",6.077000,5.120000,6.080000
1,"Oxigeno Industrial B2 / 150BAR",378,"Oxigeno Liquido - LOX",2,"Litros",0.380000,0.320000,0.380000
11,"Oxigeno Industrial B2 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",0.503000,0.420000,0.500000
26,"Oxigeno Industrial B2 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",0.760000,0.640000,0.760000
7,"Oxigeno Industrial B20 / 150BAR",378,"Oxigeno Liquido - LOX",2,"Litros",3.798000,3.200000,3.800000
17,"Oxigeno Industrial B20 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",5.033000,4.240000,5.030000
32,"Oxigeno Industrial B20 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",7.597000,6.400000,7.600000
8,"Oxigeno Industrial B30 / 150BAR",378,"Oxigeno Liquido - LOX",2,"Litros",5.698000,4.800000,5.700000
18,"Oxigeno Industrial B30 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",7.549000,6.360000,7.550000
33,"Oxigeno Industrial B30 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",11.395000,9.600000,11.400000
9,"Oxigeno Industrial B40 / 150BAR",378,"Oxigeno Liquido - LOX",2,"Litros",7.597000,6.400000,7.600000
19,"Oxigeno Industrial B40 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",10.066000,8.480000,10.070000
34,"Oxigeno Industrial B40 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",15.194000,12.800000,15.190000
2,"Oxigeno Industrial B5 / 150BAR",378,"Oxigeno Liquido - LOX",2,"Litros",0.950000,0.800000,0.950000
12,"Oxigeno Industrial B5 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",1.258000,1.060000,1.260000
27,"Oxigeno Industrial B5 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",1.899000,1.600000,1.900000
10,"Oxigeno Industrial B50 / 150BAR",378,"Oxigeno Liquido - LOX",2,"Litros",9.496000,8.000000,9.500000
20,"Oxigeno Industrial B50 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",12.582000,10.600000,12.580000
35,"Oxigeno Industrial B50 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",18.992000,16.000000,18.990000
13,"Oxigeno Industrial B7 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",1.762000,1.480000,1.760000
28,"Oxigeno Industrial B7 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",2.659000,2.240000,2.660000
21,"Oxigeno Industrial B80 / 200BAR",378,"Oxigeno Liquido - LOX",2,"Litros",20.132000,16.960000,20.130000
36,"Oxigeno Industrial B80 / 300BAR",378,"Oxigeno Liquido - LOX",2,"Litros",30.387000,25.600000,30.390000
